Date,Open,High,Low,Close,Adj Close,Volume
2000-05-10,43.125000,43.250000,42.406250,42.968750,25.694742,1998400
2000-05-11,43.156250,43.437500,42.781250,42.968750,25.694742,2347400
2000-05-12,42.625000,43.000000,42.250000,42.437500,25.377066,1838400
2000-05-15,42.687500,43.468750,42.656250,42.968750,25.694742,2635000
2000-05-16,43.093750,45.656250,42.781250,45.031250,26.928093,4051400
2000-05-17,44.187500,44.562500,43.812500,44.000000,26.654732,2193000
2000-05-18,44.093750,44.312500,43.500000,43.531250,26.370773,1599600
2000-05-19,43.093750,43.312500,41.875000,42.250000,25.594601,2749400
2000-05-22,42.375000,42.687500,41.687500,42.093750,25.499941,2568600
2000-05-23,42.093750,42.343750,41.625000,42.062500,25.481014,1528400
2000-05-24,42.500000,44.375000,42.500000,44.093750,26.711533,3241000
2000-05-25,43.656250,44.125000,42.000000,42.468750,25.727121,2512800
2000-05-26,42.593750,43.187500,42.000000,42.000000,25.443157,1784600
2000-05-30,42.312500,43.281250,42.218750,42.562500,25.783911,1573200
2000-05-31,43.062500,43.656250,42.875000,42.875000,25.973227,2137000
2000-06-01,43.031250,43.031250,42.187500,42.437500,25.708189,2034000
2000-06-02,43.250000,43.375000,42.000000,42.156250,25.537804,3331600
2000-06-05,42.312500,42.531250,42.062500,42.531250,25.764973,2704600
2000-06-06,42.500000,42.500000,41.031250,41.156250,24.932026,3139200
2000-06-07,41.156250,41.593750,40.750000,40.875000,24.761637,3176600
2000-06-08,40.968750,41.000000,40.218750,40.875000,24.761637,2483200
2000-06-09,40.968750,41.093750,40.593750,40.968750,24.818436,2146200
2000-06-12,41.000000,41.906250,40.937500,40.984348,24.827883,2021400
2000-06-13,40.812500,41.656250,40.812500,40.937500,24.799503,2151200
2000-06-14,42.000000,42.468750,41.750000,42.093750,25.499941,2748600
2000-06-15,42.156250,43.687500,42.125000,43.218750,26.181463,4171400
2000-06-16,43.218750,43.218750,42.218750,42.218750,25.575676,3842800
2000-06-19,42.437500,42.750000,41.468750,41.750000,25.291718,2423400
2000-06-20,41.812500,42.500000,40.531250,41.093750,24.894152,2799400
2000-06-21,42.250000,43.250000,42.031250,43.125000,26.124676,3272600
2000-06-22,43.156250,43.875000,42.468750,43.031250,26.067877,2798200
2000-06-23,42.437500,42.437500,42.031250,42.218750,25.575676,1579600
2000-06-26,42.187500,42.968750,42.156250,42.750000,25.897491,2224800
2000-06-27,43.250000,43.937500,43.093750,43.312500,26.238253,3072800
2000-06-28,43.343750,43.437500,42.718750,43.039051,26.072609,2110400
2000-06-29,42.250000,43.406250,42.093750,42.781250,25.916428,2552800
2000-06-30,42.656250,43.000000,41.242149,41.500000,25.140265,3603600
2000-07-03,41.500000,42.187500,41.500000,42.031250,25.462086,1629400
2000-07-05,42.968750,44.687500,42.437500,44.250000,26.806175,3385400
2000-07-06,43.718750,44.062500,43.250000,43.281250,26.219311,2555800
2000-07-07,43.312500,43.875000,43.000000,43.062500,26.086800,2649200
2000-07-10,42.625000,43.812500,42.562500,43.593750,26.408632,2613800
2000-07-11,43.593750,44.968750,43.375000,44.468750,26.938696,3193600
2000-07-12,45.125000,45.281250,44.531250,45.031250,27.279448,3123000
2000-07-13,45.437500,45.437500,44.750000,44.781250,27.127996,1662400
2000-07-14,44.656250,44.656250,43.312500,43.937500,26.616871,2259000
2000-07-17,43.500000,43.750000,43.093750,43.625000,26.427557,1871400
2000-07-18,43.562500,44.281250,43.531250,44.000000,26.654732,1502000
2000-07-19,44.500000,44.531250,43.125000,43.250000,26.200392,3098800
2000-07-20,43.375000,43.437500,43.000000,43.250000,26.200392,2226600
2000-07-21,43.156250,43.187500,42.656250,43.187500,26.162527,1425800
2000-07-24,43.000000,45.187500,43.000000,44.531250,26.976559,2589800
2000-07-25,44.250000,44.843750,44.093750,44.156250,26.749399,2013800
2000-07-26,44.468750,45.718750,44.281250,44.281250,26.825092,3960400
2000-07-27,44.875000,45.187500,44.281250,44.500000,26.957615,2069400
2000-07-28,44.625000,45.812500,44.437500,45.500000,27.563414,2395000
2000-07-31,45.468750,45.656250,45.031250,45.031250,27.279448,2240400
2000-08-01,45.250000,45.593750,44.625000,44.687500,27.071222,2711400
2000-08-02,44.781250,45.312500,44.437500,45.125000,27.336237,2003400
2000-08-03,45.343750,45.468750,44.968750,44.968750,27.241587,2093400
2000-08-04,44.968750,45.343750,44.812500,45.000000,27.260521,2032800
2000-08-07,45.000000,45.468750,45.000000,45.437500,27.525553,1593400
2000-08-08,45.468750,46.093750,45.093750,45.687500,27.677011,2862400
2000-08-09,46.125000,46.718750,45.812500,46.250000,28.017759,3140600
2000-08-10,46.468750,47.750000,46.468750,47.437500,28.737133,3862000
2000-08-11,47.468750,48.718750,47.468750,48.375000,29.305065,3663800
2000-08-14,48.125000,48.125000,46.906250,47.843750,28.983242,2292200
2000-08-15,47.906250,47.937500,47.125000,47.437500,28.737133,1630800
2000-08-16,47.500000,47.500000,47.000000,47.281250,28.642467,1871000
2000-08-17,47.406250,47.812500,47.156250,47.625000,28.850729,1728200
2000-08-18,47.750000,47.750000,47.375000,47.562500,28.812862,1513000
2000-08-21,47.687500,47.906250,47.281250,47.468750,28.756063,1057200
2000-08-22,47.437500,48.500000,47.375000,48.156250,29.172531,1498800
2000-08-23,48.093750,48.406250,47.656250,47.968750,29.413216,1747200
2000-08-24,47.843750,47.937500,47.250000,47.406250,29.068304,1656600
2000-08-25,47.531250,47.875000,47.531250,47.875000,29.355722,1572800
2000-08-28,48.000000,48.718750,47.562500,47.562500,29.164116,1608000
2000-08-29,47.687500,47.812500,47.312500,47.312500,29.010824,1900600
2000-08-30,47.312500,47.562500,46.625000,46.687500,28.627584,1784400
2000-08-31,46.593750,47.781250,46.500000,46.507801,28.517391,2093200
2000-09-01,46.968750,47.281250,46.250000,46.250000,28.359324,3204400
2000-09-05,46.218750,46.437500,45.781250,46.125000,28.282679,2271600
2000-09-06,46.781250,47.968750,46.750000,47.062500,28.857527,2737800
2000-09-07,46.500000,46.625000,45.812500,45.812500,28.091061,3829800
2000-09-08,45.125000,45.687500,44.500000,44.968750,27.573689,3726800
2000-09-11,45.250000,45.281250,44.187500,44.468750,27.267117,2630800
2000-09-12,44.218750,44.843750,44.000000,44.031250,26.998848,2537400
2000-09-13,44.312500,44.968750,43.093750,43.250000,26.519785,2644000
2000-09-14,43.125000,43.218750,42.062500,42.500000,26.059923,3947600
2000-09-15,43.125000,43.125000,42.062500,42.562500,26.098240,4802000
2000-09-18,42.187500,42.312500,41.000000,41.593750,25.504230,4220200
2000-09-19,42.093750,42.343750,41.531250,41.937500,25.715000,3305400
2000-09-20,41.875000,42.343750,40.250000,40.875000,25.063507,4520000
2000-09-21,42.312500,43.906250,42.250000,43.218750,26.500628,5820200
2000-09-22,43.750000,44.750000,43.125000,44.125000,27.056330,5092400
2000-09-25,44.000000,45.031250,43.875000,45.000000,27.592859,4293800
2000-09-26,45.000000,45.500000,44.218750,44.937500,27.554527,5865800
2000-09-27,44.968750,45.625000,44.593750,44.968750,27.573689,5071600
2000-09-28,45.093750,46.718750,45.031250,45.812500,28.091061,3306000
2000-09-29,45.687500,46.687500,45.500000,45.562500,27.937761,3258200
2000-10-02,45.968750,46.343750,45.406250,45.843750,28.110214,2493400
2000-10-03,45.750000,47.468750,45.750000,47.000000,28.819210,2911600
2000-10-04,46.656250,48.000000,46.656250,47.750000,29.279083,4045800
2000-10-05,47.500000,47.500000,46.531250,46.625000,28.589266,2555200
2000-10-06,46.875000,47.375000,46.093750,46.093750,28.263508,2792000
2000-10-09,46.156250,47.156250,45.875000,45.875000,28.129383,1789600
2000-10-10,46.093750,47.437500,46.093750,46.562500,28.550943,2328800
2000-10-11,47.250000,47.718750,46.531250,46.625000,28.589266,2367200
2000-10-12,46.562500,46.593750,45.250000,45.437500,27.861126,4886800
2000-10-13,45.312500,45.656250,45.312500,45.500000,27.899435,6227800
2000-10-16,45.812500,47.437500,45.812500,46.093750,28.263508,2857000
2000-10-17,46.250000,46.687500,45.468750,45.562500,27.937761,4001600
2000-10-18,45.125000,45.687500,45.125000,45.562500,27.937761,4213400
2000-10-19,45.625000,45.625000,44.218750,44.500000,27.286264,4775400
2000-10-20,44.000000,44.437500,41.968750,43.625000,26.749731,10243000
2000-10-23,46.000000,47.000000,44.250000,44.906250,27.535379,5694200
2000-10-24,45.437500,46.000000,44.781250,45.031250,27.612026,2279400
2000-10-25,44.625000,45.093750,44.531250,45.062500,27.631178,2882400
2000-10-26,44.968750,46.562500,44.906250,46.093750,28.263508,2265000
2000-10-27,46.156250,46.750000,45.312500,46.750000,28.665907,2140800
2000-10-30,46.625000,47.875000,46.031250,47.500000,29.125784,2955200
2000-10-31,47.125000,48.375000,46.281250,48.312500,29.623993,4168000
2000-11-01,48.125000,48.968750,47.406250,47.562500,29.164116,2673200
2000-11-02,47.593750,47.968750,47.218750,47.468750,29.106627,2785800
2000-11-03,47.343750,47.531250,46.906250,47.437500,29.087469,2503000
2000-11-06,47.375000,49.125000,47.125000,48.687500,29.853931,3368000
2000-11-07,49.125000,49.125000,48.000000,48.468750,29.719799,1812200
2000-11-08,48.781250,49.875000,47.875000,48.656250,29.834780,2876400
2000-11-09,48.187500,49.250000,47.562500,48.687500,29.853931,2205800
2000-11-10,48.812500,49.218750,47.312500,47.500000,29.125784,1960000
2000-11-13,47.062500,47.875000,47.031250,47.406250,29.068304,2245400
2000-11-14,47.031250,47.718750,46.375000,47.500000,29.125784,2655000
2000-11-15,47.031250,48.343750,47.031250,47.687500,29.240765,2950600
2000-11-16,48.625000,48.687500,46.843750,47.656250,29.221588,3067600
2000-11-17,48.000000,48.500000,47.593750,48.000000,29.432384,3314400
2000-11-20,48.218750,48.343750,47.125000,47.312500,29.010824,3055400
2000-11-21,47.125000,47.937500,47.125000,47.843750,29.700657,2340400
2000-11-22,47.531250,48.500000,47.531250,47.906250,29.739471,2156600
2000-11-24,47.906250,48.031250,47.562500,47.906250,29.739471,990800
2000-11-27,48.031250,50.000000,47.562500,49.625000,30.806431,4653800
2000-11-28,49.250000,50.625000,49.062500,49.437500,30.690041,3735800
2000-11-29,49.562500,50.062500,49.531250,50.062500,31.078026,2641200
2000-11-30,50.062500,50.125000,49.187500,49.937500,31.000433,2936400
2000-12-01,49.625000,50.156250,49.625000,49.812500,30.922829,2528600
2000-12-04,49.937500,53.312500,49.718750,52.500000,32.591198,12211000
2000-12-05,53.625000,59.500000,53.625000,58.312500,36.199497,29116000
2000-12-06,57.718750,58.375000,57.281250,57.562500,35.733913,12515200
2000-12-07,57.156250,57.406250,56.250000,57.343750,35.598118,7502400
2000-12-08,57.437500,58.593750,56.781250,58.468750,36.296497,6358600
2000-12-11,57.906250,58.156250,57.250000,57.625000,35.772720,3296600
2000-12-12,57.187500,57.375000,56.812500,56.937500,35.345928,4116400
2000-12-13,57.000000,57.500000,56.250000,56.906250,35.326538,2852600
2000-12-14,56.531250,57.187500,55.093750,55.500000,34.453548,4081200
2000-12-15,56.625000,56.875000,55.625000,56.093750,34.822144,5946400
2000-12-18,56.937500,57.468750,56.562500,57.312500,35.578709,4021800
2000-12-19,57.312500,58.000000,56.312500,56.875000,35.307114,4642000
2000-12-20,55.125000,56.843750,55.125000,56.468750,35.054947,3838800
2000-12-21,55.750000,56.968750,54.750000,56.343750,34.977322,4810600
2000-12-22,56.218750,56.718750,55.437500,56.375000,34.996723,3660000
2000-12-26,56.687500,57.500000,56.093750,57.500000,35.695126,1999600
2000-12-27,57.937500,59.687500,57.187500,59.593750,36.994888,2565600
2000-12-28,59.250000,61.468750,58.125000,60.968750,37.848469,4287200
2000-12-29,60.968750,61.468750,59.812500,60.250000,37.402264,2754200
2001-01-02,59.062500,60.750000,58.750000,59.593750,36.994888,4651200
2001-01-03,59.000000,59.937500,58.187500,58.906250,36.568089,4754400
2001-01-04,58.937500,59.750000,57.781250,59.500000,36.936680,4060400
2001-01-05,58.500000,58.500000,55.281250,57.281250,35.559311,8367000
2001-01-08,56.500000,57.687500,54.781250,57.625000,35.772720,5486600
2001-01-09,57.468750,57.593750,56.062500,56.718750,35.210129,3962800
2001-01-10,55.312500,56.250000,54.500000,56.156250,34.860939,4344400
2001-01-11,56.187500,56.968750,54.781250,56.062500,34.802746,4190600
2001-01-12,56.062500,56.093750,54.250000,54.843750,34.046154,3655800
2001-01-16,55.312500,56.750000,55.031250,56.750000,35.229530,4247400
2001-01-17,53.250000,55.000000,52.937500,55.000000,34.143158,11552200
2001-01-18,55.000000,55.000000,53.875000,54.500000,33.832760,5365800
2001-01-19,54.468750,54.468750,53.093750,53.375000,33.134361,4061600
2001-01-22,53.281250,54.500000,52.718750,54.437500,33.793972,4052400
2001-01-23,54.437500,55.843750,54.218750,55.500000,34.453548,3528800
2001-01-24,54.750000,55.312500,52.875000,53.562500,33.250782,3703000
2001-01-25,53.500000,54.906250,52.031250,54.750000,33.987953,4224000
2001-01-26,54.781250,55.281250,53.437500,53.656250,33.308979,2956000
2001-01-29,53.654999,53.900002,52.935001,53.645000,33.301991,3075400
2001-01-30,53.375000,56.000000,53.224998,55.700001,34.577698,4625200
2001-01-31,55.705002,56.450001,55.205002,55.325001,34.344913,4077800
2001-02-01,55.450001,56.744999,54.755001,55.775002,34.624256,3784600
2001-02-02,55.400002,55.849998,53.799999,54.365002,33.748962,3324200
2001-02-05,54.150002,55.820000,54.150002,54.884998,34.071770,3290600
2001-02-06,55.549999,56.625000,55.110001,55.830002,34.658409,3080600
2001-02-07,55.549999,57.075001,55.549999,55.939999,34.726688,2803600
2001-02-08,56.435001,56.474998,55.595001,56.025002,34.779461,2102400
2001-02-09,56.150002,56.154999,55.220001,55.330002,34.348007,1741800
2001-02-12,55.240002,56.240002,55.189999,56.240002,34.912930,2721800
2001-02-13,56.240002,57.700001,56.099998,57.070000,35.428181,3377200
2001-02-14,57.070000,57.070000,54.505001,55.485001,34.444233,4208000
2001-02-15,55.424999,57.450001,55.025002,57.375000,35.617527,2804200
2001-02-16,57.375000,57.474998,55.735001,56.610001,35.142616,3509600
2001-02-20,56.615002,57.369999,56.575001,56.919998,35.335064,3459400
2001-02-21,56.500000,57.119999,55.625000,55.630001,34.902161,3193800
2001-02-22,56.174999,56.250000,54.314999,55.125000,34.585316,4349600
2001-02-23,55.474998,55.700001,54.935001,55.200001,34.632381,5620400
2001-02-26,55.500000,55.950001,55.035000,55.674999,34.930389,3368000
2001-02-27,56.150002,56.740002,55.349998,56.500000,35.447987,3815800
2001-02-28,56.505001,57.035000,56.014999,56.375000,35.369572,4183200
2001-03-01,56.375000,56.470001,54.650002,54.799999,34.381416,5021800
2001-03-02,54.775002,56.490002,54.259998,55.665001,34.924126,5335400
2001-03-05,56.099998,56.549999,55.724998,56.099998,35.197033,2659000
2001-03-06,56.750000,56.750000,55.939999,56.125000,35.212734,3172200
2001-03-07,56.150002,56.615002,56.080002,56.465000,35.426037,2920800
2001-03-08,56.950001,58.750000,56.630001,58.595001,36.762386,4856800
2001-03-09,58.450001,59.875000,57.525002,58.205002,36.517708,6008200
2001-03-12,58.000000,58.400002,55.500000,55.900002,35.071568,5499600
2001-03-13,56.450001,56.450001,53.250000,53.849998,33.785378,9926000
2001-03-14,52.500000,55.000000,52.255001,53.755001,33.725792,11314000
2001-03-15,54.700001,54.959999,54.000000,54.619999,34.268478,4221600
2001-03-16,55.150002,55.150002,52.750000,53.005001,33.255234,6756800
2001-03-19,53.005001,54.325001,52.615002,53.990002,33.873241,4714400
2001-03-20,53.990002,54.750000,52.615002,52.619999,33.013699,5505000
2001-03-21,52.615002,52.900002,51.009998,51.814999,32.508644,8985600
2001-03-22,50.500000,51.750000,49.250000,50.904999,31.937696,13475400
2001-03-23,51.125000,51.724998,49.750000,50.875000,31.918888,7820400
2001-03-26,50.750000,53.250000,50.750000,52.014999,32.634113,5447400
2001-03-27,52.000000,53.150002,51.380001,52.705002,33.067017,6526400
2001-03-28,51.825001,52.474998,51.230000,52.415001,32.885078,4470600
2001-03-29,52.009998,52.009998,50.275002,51.400002,32.248264,4987000
2001-03-30,51.525002,52.625000,51.025002,51.950001,32.593346,3696200
2001-04-02,51.799999,53.049999,50.750000,51.025002,32.012981,4640600
2001-04-03,50.674999,51.000000,49.255001,49.955002,31.341665,6518000
2001-04-04,49.950001,51.000000,48.580002,49.310001,30.936989,8049800
2001-04-05,50.500000,51.924999,50.490002,51.615002,32.383152,5920400
2001-04-06,51.174999,51.450001,50.384998,51.000000,31.997290,3722600
2001-04-09,51.900002,52.599998,51.529999,52.290001,32.806644,3954400
2001-04-10,52.750000,55.900002,52.625000,54.285000,34.058300,7774400
2001-04-11,55.500000,55.599998,53.125000,53.404999,33.506199,4574400
2001-04-12,53.000000,54.119999,52.700001,53.865002,33.794796,3257600
2001-04-16,53.860001,55.355000,53.860001,55.240002,34.657475,4091600
2001-04-17,54.740002,55.325001,54.099998,54.450001,34.161819,3664400
2001-04-18,55.299999,58.625000,54.450001,58.000000,36.389088,6839600
2001-04-19,57.875000,58.250000,57.014999,58.250000,36.545933,3849400
2001-04-20,57.259998,57.549999,56.075001,56.250000,35.291149,4346000
2001-04-23,56.299999,58.345001,55.509998,58.150002,36.483200,5980200
2001-04-24,58.099998,59.840000,57.759998,58.055000,36.423592,6300200
2001-04-25,58.055000,58.700001,57.279999,58.514999,36.712200,3360200
2001-04-26,58.669998,59.340000,57.750000,58.915001,36.963158,2607000
2001-04-27,58.750000,59.825001,58.650002,59.490002,37.323906,3171000
2001-04-30,59.485001,60.959999,59.174999,59.505001,37.333309,5043400
2001-05-01,59.505001,59.505001,58.189999,58.755001,36.862770,3515800
2001-05-02,59.250000,59.250000,57.840000,58.275002,36.561623,4315800
2001-05-03,58.375000,59.400002,57.674999,58.875000,36.938061,4016800
2001-05-04,58.375000,60.000000,58.049999,59.994999,37.640751,4185400
2001-05-07,59.625000,60.349998,58.775002,58.950001,36.985115,2934200
2001-05-08,58.939999,59.325001,57.884998,58.180000,36.502029,3610000
2001-05-09,58.180000,59.049999,58.150002,58.465000,36.680824,2607800
2001-05-10,58.674999,59.480000,58.650002,59.020000,37.029034,2344000
2001-05-11,59.020000,59.375000,58.224998,58.689999,36.821999,2259800
2001-05-14,58.689999,59.200001,58.625000,59.150002,37.110603,1640800
2001-05-15,59.150002,59.875000,58.904999,59.075001,37.063530,2843200
2001-05-16,59.049999,62.775002,58.775002,62.750000,39.773193,7170600
2001-05-17,62.505001,63.500000,61.349998,61.855000,39.205906,8058800
2001-05-18,61.915001,62.200001,61.000000,61.525002,38.996746,3933200
2001-05-21,61.549999,61.924999,61.130001,61.544998,39.009415,2800000
2001-05-22,61.650002,61.705002,60.259998,60.500000,38.347069,4311600
2001-05-23,60.299999,60.544998,60.055000,60.320000,38.232975,2805600
2001-05-24,60.439999,60.744999,59.005001,59.490002,37.706894,5119800
2001-05-25,59.625000,60.049999,59.384998,59.384998,37.640331,2095000
2001-05-29,59.500000,60.365002,59.000000,59.875000,37.950916,3110800
2001-05-30,59.375000,59.750000,58.355000,58.674999,37.190304,3375000
2001-05-31,58.680000,59.700001,58.680000,59.290001,37.580124,3122800
2001-06-01,59.025002,59.900002,57.919998,59.705002,37.843155,4273800
2001-06-04,59.525002,60.525002,59.264999,60.000000,38.030151,2398000
2001-06-05,60.099998,60.939999,59.540001,60.750000,38.505516,3104800
2001-06-06,60.974998,61.000000,60.430000,60.794998,38.534035,3007600
2001-06-07,60.724998,61.544998,60.450001,60.900002,38.600597,2293800
2001-06-08,60.750000,60.750000,59.924999,60.055000,38.064995,1930800
2001-06-11,60.075001,60.435001,59.525002,60.169998,38.137882,1700200
2001-06-12,60.169998,61.215000,59.950001,61.040001,38.689327,4083600
2001-06-13,61.200001,62.000000,60.855000,60.974998,38.648129,2817000
2001-06-14,60.970001,61.200001,60.064999,60.380001,38.271008,2752800
2001-06-15,60.474998,61.375000,59.875000,60.439999,38.309055,5069200
2001-06-18,60.500000,61.814999,60.500000,61.115002,38.736870,3260600
2001-06-19,61.115002,61.500000,60.125000,60.180000,38.144230,3400400
2001-06-20,60.180000,60.180000,58.505001,59.299999,37.586460,6549400
2001-06-21,58.849998,59.294998,57.750000,58.169998,36.870228,7828600
2001-06-22,58.424999,58.990002,58.250000,58.389999,37.009674,2918400
2001-06-25,58.500000,59.340000,57.845001,57.845001,36.664230,3780800
2001-06-26,57.500000,58.330002,57.325001,57.500000,36.445545,4600200
2001-06-27,57.950001,58.450001,57.000000,57.150002,36.223713,3741000
2001-06-28,57.924999,58.974998,57.775002,57.930000,36.718109,2937800
2001-06-29,57.930000,58.799999,57.049999,57.049999,36.160328,4077400
2001-07-02,54.625000,58.700001,54.625000,58.630001,37.161781,11605600
2001-07-03,58.009998,58.750000,57.755001,58.415001,37.025517,2464200
2001-07-05,58.075001,58.615002,57.674999,58.220001,36.901932,2476000
2001-07-06,57.950001,58.095001,56.849998,57.299999,36.318787,3345600
2001-07-09,57.000000,57.494999,56.375000,57.424999,36.398003,3938200
2001-07-10,57.299999,57.700001,55.750000,55.825001,35.383892,3834200
2001-07-11,55.549999,56.240002,55.000000,55.869999,35.412395,3926200
2001-07-12,56.000000,57.000000,55.825001,56.764999,35.979679,3116000
2001-07-13,56.500000,56.750000,55.700001,56.115002,35.567696,2790400
